barcode,itemcallnumber,isbn,title,subtitle,author,pages,publishercode,copyrightdate,price
206,"604.24 T09 LAK",9788183600835,"Textbook of machine drawing",": including computer graphics and Auto CAD","Lakshminarayanan, V.",684p.,"Jain Brothers",2009,210.00
213,"515 T02 APO",818501566X,"Mathematical analysis ",,"Apostol, Tom M. ",500p.,"Narosa Publishing House",2002,265.00
214,"515 T02 APO",818501566X,"Mathematical analysis ",,"Apostol, Tom M. ",500p.,"Narosa Publishing House",2002,265.00
215,"515 T02 APO",818501566X,"Mathematical analysis ",,"Apostol, Tom M. ",500p.,"Narosa Publishing House",2002,265.00
216,"515 T02 APO",818501566X,"Mathematical analysis ",,"Apostol, Tom M. ",500p.,"Narosa Publishing House",2002,265.00
217,"515 T02 APO",818501566X,"Mathematical analysis ",,"Apostol, Tom M. ",500p.,"Narosa Publishing House",2002,265.00
218,"515 T02 APO",818501566X,"Mathematical analysis ",,"Apostol, Tom M. ",500p.,"Narosa Publishing House",2002,265.00
219,"515 T02 APO",818501566X,"Mathematical analysis ",,"Apostol, Tom M. ",500p.,"Narosa Publishing House",2002,265.00
220,"515 T02 APO",818501566X,"Mathematical analysis ",,"Apostol, Tom M. ",500p.,"Narosa Publishing House",2002,265.00
222,"515 T02 APO",818501566X,"Mathematical analysis ",,"Apostol, Tom M. ",500p.,"Narosa Publishing House",2002,265.00
223,"515 T02 APO",818501566X,"Mathematical analysis ",,"Apostol, Tom M. ",500p.,"Narosa Publishing House",2002,265.00
231,"540.78 T07 ELI",9788173715990,"General chemistry experiments",,"Elias, Anil J.",144p.,"Universities Press",2007,136.00
232,"540.78 T07 ELI",9788173715990,"General chemistry experiments",,"Elias, Anil J.",144p.,"Universities Press",2007,136.00
233,"540.78 T07 ELI",9788173715990,"General chemistry experiments",,"Elias, Anil J.",144p.,"Universities Press",2007,136.00
234,"540.78 T07 ELI",9788173715990,"General chemistry experiments",,"Elias, Anil J.",144p.,"Universities Press",2007,136.00
235,"540.78 T07 ELI",9788173715990,"General chemistry experiments",,"Elias, Anil J.",144p.,"Universities Press",2007,136.00
236,"540.78 T07 ELI",9788173715990,"General chemistry experiments",,"Elias, Anil J.",144p.,"Universities Press",2007,136.00
237,"540.78 T07 ELI",9788173715990,"General chemistry experiments",,"Elias, Anil J.",144p.,"Universities Press",2007,136.00
238,"540.78 T07 ELI",9788173715990,"General chemistry experiments",,"Elias, Anil J.",144p.,"Universities Press",2007,136.00
239,"540.78 T07 ELI",9788173715990,"General chemistry experiments",,"Elias, Anil J.",144p.,"Universities Press",2007,136.00
240,"540.78 T07 ELI",9788173715990,"General chemistry experiments",,"Elias, Anil J.",144p.,"Universities Press",2007,136.00
241,"540.78 T07 ELI",9788173715990,"General chemistry experiments",,"Elias, Anil J.",144p.,"Universities Press",2007,136.00
242,"540.78 T07 ELI",9788173715990,"General chemistry experiments",,"Elias, Anil J.",144p.,"Universities Press",2007,136.00
243,"540.78 T07 ELI",9788173715990,"General chemistry experiments",,"Elias, Anil J.",144p.,"Universities Press",2007,136.00
251,"005.133 'C' N88 KER.R ",9788120305960,"C programming language",,"Kernighan, Brian W.",272p.,"PHI Learning",2009,150.00
252,"005.133 'C' N88 KER.R ",9788120305960,"C programming language",,"Kernighan, Brian W.",272p.,"PHI Learning",2009,150.00
253,"005.133 'C' N88 KER.R ",9788120305960,"C programming language",,"Kernighan, Brian W.",272p.,"PHI Learning",2009,150.00
257,"005.133 'C' N88 KER.R ",9788120305960,"C programming language",,"Kernighan, Brian W.",272p.,"PHI Learning",2009,150.00
258,"005.133 'C' N88 KER.R ",9788120305960,"C programming language",,"Kernighan, Brian W.",272p.,"PHI Learning",2009,150.00
259,"005.133 'C' N88 KER.R ",9788120305960,"C programming language",,"Kernighan, Brian W.",272p.,"PHI Learning",2009,150.00
265,"510.2453 T05 ARF.W",9788131200803,"Mathematical methods for physicists",,"Arfken, George B.",1182p.,"Academic Press",2005,795.00
266,"510.2453 T05 ARF.W",9788131200803,"Mathematical methods for physicists",,"Arfken, George B.",1182p.,"Academic Press",2005,795.00
267,"510.2453 T05 ARF.W",9788131200803,"Mathematical methods for physicists",,"Arfken, George B.",1182p.,"Academic Press",2005,795.00
268,"510.2453 T05 ARF.W",9788131200803,"Mathematical methods for physicists",,"Arfken, George B.",1182p.,"Academic Press",2005,795.00
269,"510.2453 T05 ARF.W",9788131200803,"Mathematical methods for physicists",,"Arfken, George B.",1182p.,"Academic Press",2005,795.00
271,"005.1 T01 COR.L",9788120321410,"Introduction to algorithms ",,"Cormen,Thomas H.",1180p.,"PHI Learning",2001,350.00
273,"005.1 T01 COR.L",9788120321410,"Introduction to algorithms ",,"Cormen,Thomas H.",1180p.,"PHI Learning",2001,350.00
274,"005.1 T01 COR.L",9788120321410,"Introduction to algorithms ",,"Cormen,Thomas H.",1180p.,"PHI Learning",2001,350.00
275,"005.1 T01 COR.L",9788120321410,"Introduction to algorithms ",,"Cormen,Thomas H.",1180p.,"PHI Learning",2001,350.00
277,"005.1 T01 COR.L",9788120321410,"Introduction to algorithms ",,"Cormen,Thomas H.",1180p.,"PHI Learning",2001,350.00
278,"005.1 T01 COR.L",9788120321410,"Introduction to algorithms ",,"Cormen,Thomas H.",1180p.,"PHI Learning",2001,350.00
279,"005.1 T01 COR.L",9788120321410,"Introduction to algorithms ",,"Cormen,Thomas H.",1180p.,"PHI Learning",2001,350.00
280,"005.1 T01 COR.L",9788120321410,"Introduction to algorithms ",,"Cormen,Thomas H.",1180p.,"PHI Learning",2001,350.00
281,"005.1 T01 COR.L",9788120321410,"Introduction to algorithms ",,"Cormen,Thomas H.",1180p.,"PHI Learning",2001,350.00
282,"005.1 T01 COR.L",9788120321410,"Introduction to algorithms ",,"Cormen,Thomas H.",1180p.,"PHI Learning",2001,350.00
283,"005.1 T01 COR.L",9788120321410,"Introduction to algorithms ",,"Cormen,Thomas H.",1180p.,"PHI Learning",2001,350.00
284,"005.1 T01 COR.L",9788120321410,"Introduction to algorithms ",,"Cormen,Thomas H.",1180p.,"PHI Learning",2001,350.00
285,"005.1 T01 COR.L",9788120321410,"Introduction to algorithms ",,"Cormen,Thomas H.",1180p.,"PHI Learning",2001,350.00
286,"005.1 T01 COR.L",9788120321410,"Introduction to algorithms ",,"Cormen,Thomas H.",1180p.,"PHI Learning",2001,350.00
287,"005.1 T01 COR.L",9788120321410,"Introduction to algorithms ",,"Cormen,Thomas H.",1180p.,"PHI Learning",2001,350.00
288,"005.1 T01 COR.L",9788120321410,"Introduction to algorithms ",,"Cormen,Thomas H.",1180p.,"PHI Learning",2001,350.00
289,"005.1 T01 COR.L",9788120321410,"Introduction to algorithms ",,"Cormen,Thomas H.",1180p.,"PHI Learning",2001,350.00
290,"005.1 T01 COR.L",9788120321410,"Introduction to algorithms ",,"Cormen,Thomas H.",1180p.,"PHI Learning",2001,350.00
291,"005.1 T01 COR.L",9788120321410,"Introduction to algorithms ",,"Cormen,Thomas H.",1180p.,"PHI Learning",2001,350.00
292,"005.1 T01 COR.L",9788120321410,"Introduction to algorithms ",,"Cormen,Thomas H.",1180p.,"PHI Learning",2001,350.00
293,"005.1 T01 COR.L",9788120321410,"Introduction to algorithms ",,"Cormen,Thomas H.",1180p.,"PHI Learning",2001,350.00
294,"005.1 T01 COR.L",9788120321410,"Introduction to algorithms ",,"Cormen,Thomas H.",1180p.,"PHI Learning",2001,350.00
295,"005.1 T01 COR.L",9788120321410,"Introduction to algorithms ",,"Cormen,Thomas H.",1180p.,"PHI Learning",2001,350.00
305,"518 T04 MAT.F",9788177584059,"Numerical methods using MATLAB",,"Mathews, John H.",690p.,Pearson,2009,350.00
306,"518 T04 MAT.F",9788177584059,"Numerical methods using MATLAB",,"Mathews, John H.",690p.,Pearson,2009,350.00
307,"518 T04 MAT.F",9788177584059,"Numerical methods using MATLAB",,"Mathews, John H.",690p.,Pearson,2009,350.00
308,"518 T04 MAT.F",9788177584059,"Numerical methods using MATLAB",,"Mathews, John H.",690p.,Pearson,2009,350.00
311,"510.2462 N99 KRE",8126508272,"Advanced engineering mathematics",,"Kreyszig, Erwin",1156p.,Wiley,2008,499.00
312,"510.2462 N99 KRE",8126508272,"Advanced engineering mathematics",,"Kreyszig, Erwin",1156p.,Wiley,2008,499.00
313,"510.2462 N99 KRE",8126508272,"Advanced engineering mathematics",,"Kreyszig, Erwin",1156p.,Wiley,2008,499.00
315,"510.2462 N99 KRE",8126508272,"Advanced engineering mathematics",,"Kreyszig, Erwin",1156p.,Wiley,2008,499.00
316,"510.2462 N99 KRE",8126508272,"Advanced engineering mathematics",,"Kreyszig, Erwin",1156p.,Wiley,2008,499.00
317,"510.2462 T11 KRE",9788126554232,"Advanced engineering mathematics ",," Kreyszig,Erwin ",1001p.,Wiley,2011,499.00
318,"510.2462 N99 KRE",8126508272,"Advanced engineering mathematics",,"Kreyszig, Erwin",1156p.,Wiley,2008,499.00
331,"537.6 N99 GRI",9788120316010,"Introduction to electrodynamics",,"Griffiths, David J.",576p.,"PHI Learning",1999,212.50
333,"537.6 N99 GRI",9788120316010,"Introduction to electrodynamics",,"Griffiths, David J.",576p.,"PHI Learning",1999,212.50
334,"537.6 N99 GRI",9788120316010,"Introduction to electrodynamics",,"Griffiths, David J.",576p.,"PHI Learning",1999,212.50
335,"537.6 N99 GRI",9788120316010,"Introduction to electrodynamics",,"Griffiths, David J.",576p.,"PHI Learning",1999,212.50
336,"537.6 N99 GRI",9788120316010,"Introduction to electrodynamics",,"Griffiths, David J.",576p.,"PHI Learning",1999,212.50
337,"537.6 N99 GRI",9788120316010,"Introduction to electrodynamics",,"Griffiths, David J.",576p.,"PHI Learning",1999,212.50
338,"537.6 N99 GRI",9788120316010,"Introduction to electrodynamics",,"Griffiths, David J.",576p.,"PHI Learning",1999,212.50
339,"537.6 N99 GRI",9788120316010,"Introduction to electrodynamics",,"Griffiths, David J.",576p.,"PHI Learning",1999,212.50
340,"537.6 N99 GRI",9788120316010,"Introduction to electrodynamics",,"Griffiths, David J.",576p.,"PHI Learning",1999,212.50
341,"537.6 N99 GRI",9788120316010,"Introduction to electrodynamics",,"Griffiths, David J.",576p.,"PHI Learning",1999,212.50
342,"537.6 N99 GRI",9788120316010,"Introduction to electrodynamics",,"Griffiths, David J.",576p.,"PHI Learning",1999,212.50
343,"537.6 N99 GRI",9788120316010,"Introduction to electrodynamics",,"Griffiths, David J.",576p.,"PHI Learning",1999,212.50
345," 620.106  T00 POP ",," Turbulent flows ",," Pope, Stephen B.",," Cambridge",2000,3760.00
351,"	541 T06 ATK.P",9780195685229," Atkin's physical chemistry ",," Atkins, Peter  ",1064p.,"Oxford University Press",2006,585.00
352,"	541 T06 ATK.P",9780195685229," Atkin's physical chemistry ",," Atkins, Peter  ",1064p.,"Oxford University Press",2006,585.00
353,"	541 T06 ATK.P",9780195685229," Atkin's physical chemistry ",," Atkins, Peter  ",1064p.,"Oxford University Press",2006,585.00
354,"	541 T06 ATK.P",9780195685229," Atkin's physical chemistry ",," Atkins, Peter  ",1064p.,"Oxford University Press",2006,585.00
355,"	541 T06 ATK.P",9780195685229," Atkin's physical chemistry ",," Atkins, Peter  ",1064p.,"Oxford University Press",2006,585.00
356,"	541 T06 ATK.P",9780195685229," Atkin's physical chemistry ",," Atkins, Peter  ",1064p.,"Oxford University Press",2006,585.00
362,"515.35 T09 ROS",9788126515370,"Differential equations",,"Ross, Shepley L.",807p.,Wiley-India,2009,339.15
366,"515.35 T09 ROS",9788126515370,"Differential equations",,"Ross, Shepley L.",807p.,Wiley-India,2009,339.15
367,"515.35 T09 ROS",9788126515370,"Differential equations",,"Ross, Shepley L.",807p.,Wiley-India,2009,339.15
368,"515.35 T09 ROS",9788126515370,"Differential equations",,"Ross, Shepley L.",807p.,Wiley-India,2009,339.15
369,"546 T09 ATK.O",0195685237,"Inorganic chemistry ",,"Atkins, Peter",822p.,"Oxford University Press",2006,525.00
370,"546 T09 ATK.O",0195685237,"Inorganic chemistry ",,"Atkins, Peter",822p.,"Oxford University Press",2006,525.00
371,"546 T09 ATK.O",0195685237,"Inorganic chemistry ",,"Atkins, Peter",822p.,"Oxford University Press",2006,525.00
372,"546 T09 ATK.O",0195685237,"Inorganic chemistry ",,"Atkins, Peter",822p.,"Oxford University Press",2006,525.00
373,"546 T09 ATK.O",0195685237,"Inorganic chemistry ",,"Atkins, Peter",822p.,"Oxford University Press",2006,525.00
374,"546 T09 ATK.O",0195685237,"Inorganic chemistry ",,"Atkins, Peter",822p.,"Oxford University Press",2006,525.00
375,"546 T09 ATK.O",0195685237,"Inorganic chemistry ",,"Atkins, Peter",822p.,"Oxford University Press",2006,525.00
376,"546 T09 ATK.O",0195685237,"Inorganic chemistry ",,"Atkins, Peter",822p.,"Oxford University Press",2006,525.00
377,"546 T09 ATK.O",0195685237,"Inorganic chemistry ",,"Atkins, Peter",822p.,"Oxford University Press",2006,525.00
378,"546 T09 ATK.O",0195685237,"Inorganic chemistry ",,"Atkins, Peter",822p.,"Oxford University Press",2006,525.00
379,"546 T09 ATK.O",0195685237,"Inorganic chemistry ",,"Atkins, Peter",822p.,"Oxford University Press",2006,525.00
380,"546 T09 ATK.O",0195685237,"Inorganic chemistry ",,"Atkins, Peter",822p.,"Oxford University Press",2006,525.00
381,"546 T09 ATK.O",0195685237,"Inorganic chemistry ",,"Atkins, Peter",822p.,"Oxford University Press",2006,525.00
384,"621.31042 T03 FIT K",9780070530393," Electric machinery ",,"Fitzgerald, A.E",688p.," Tata McGraw Hill",2003,375.00
385,"621.31042 T03 FIT K",9780070530393," Electric machinery ",,"Fitzgerald, A.E",688p.," Tata McGraw Hill",2003,375.00
386,"621.31042 T03 FIT K",9780070530393," Electric machinery ",,"Fitzgerald, A.E",688p.," Tata McGraw Hill",2003,375.00
387,"621.31042 T03 FIT K",9780070530393," Electric machinery ",,"Fitzgerald, A.E",688p.," Tata McGraw Hill",2003,375.00
388,"621.31042 T03 FIT K",9780070530393," Electric machinery ",,"Fitzgerald, A.E",688p.," Tata McGraw Hill",2003,375.00
389,"621.31042 T03 FIT K",9780070530393," Electric machinery ",,"Fitzgerald, A.E",688p.," Tata McGraw Hill",2003,375.00
390,"621.31042 T03 FIT K",9780070530393," Electric machinery ",,"Fitzgerald, A.E",688p.," Tata McGraw Hill",2003,375.00
391,"621.31042 T03 FIT K",9780070530393," Electric machinery ",,"Fitzgerald, A.E",688p.," Tata McGraw Hill",2003,375.00
395,"621.392 T10 PAL",9788177589184,"Verilog HDL",": a guide to digital design and synthesis","Palnitkar, Samir",490p.,Pearson,2003,375.00
396,"621.392 T10 PAL",9788177589184,"Verilog HDL",": a guide to digital design and synthesis","Palnitkar, Samir",490p.,Pearson,2003,375.00
397,"621.4021 T05 MOR.S",9971512998,"Fundamentals of engineering thermodynamics ",,"Moran, Michael J. ",918p.,"John Wiley & Sons",2005,536.55
399,"621.4021 T05 MOR.S",9971512998,"Fundamentals of engineering thermodynamics ",,"Moran, Michael J. ",918p.,"John Wiley & Sons",2005,536.55
400,"621.4021 T05 MOR.S",9971512998,"Fundamentals of engineering thermodynamics ",,"Moran, Michael J. ",918p.,"John Wiley & Sons",2005,536.55
401,"621.4021 T05 MOR.S",9971512998,"Fundamentals of engineering thermodynamics ",,"Moran, Michael J. ",918p.,"John Wiley & Sons",2005,536.55
402,"621.4021 T05 MOR.S",9971512998,"Fundamentals of engineering thermodynamics ",,"Moran, Michael J. ",918p.,"John Wiley & Sons",2005,536.55
403,"621.4021 T05 MOR.S",9971512998,"Fundamentals of engineering thermodynamics ",,"Moran, Michael J. ",918p.,"John Wiley & Sons",2005,536.55
404,"621.4021 T05 MOR.S",9971512998,"Fundamentals of engineering thermodynamics ",,"Moran, Michael J. ",918p.,"John Wiley & Sons",2005,536.55
405,"621.4021 T05 MOR.S",9971512998,"Fundamentals of engineering thermodynamics ",,"Moran, Michael J. ",918p.,"John Wiley & Sons",2005,536.55
406,"621.4021 T05 MOR.S",9971512998,"Fundamentals of engineering thermodynamics ",,"Moran, Michael J. ",918p.,"John Wiley & Sons",2005,536.55
413," 005.133  'J' T06 ECK ",," Thinking in Java ",," Eckel, Bruce ",," Pearson",2006,699.00
414," 005.133  'J' T06 ECK ",," Thinking in Java ",," Eckel, Bruce ",," Pearson",2006,699.00
415," 005.133  'J' T06 ECK ",," Thinking in Java ",," Eckel, Bruce ",," Pearson",2006,699.00
420,"005.133 'J' T07 SCH",9780070636774,Java,": the complete reference","Schildt, Herbert",1024p.,"Tata McGraw-Hill",2007,485.00
422,"005.133 'J' T07 SCH",9780070636774,Java,": the complete reference","Schildt, Herbert",1024p.,"Tata McGraw-Hill",2007,485.00
423,"005.133 'J' T07 SCH",9780070636774,Java,": the complete reference","Schildt, Herbert",1024p.,"Tata McGraw-Hill",2007,485.00
430,"515.8 T07 BAR.S",9788126511099,"Introduction to real analysis",,"Bartle, Robert G.",388p.,Wiley,2005,299.00
431,"515.8 T07 BAR.S",9788126511099,"Introduction to real analysis",,"Bartle, Robert G.",388p.,Wiley,2005,299.00
432,"515.8 T07 BAR.S",9788126511099,"Introduction to real analysis",,"Bartle, Robert G.",388p.,Wiley,2005,299.00
433,"515.8 T07 BAR.S",9788126511099,"Introduction to real analysis",,"Bartle, Robert G.",388p.,Wiley,2005,299.00
434,"515.8 T07 BAR.S",9788126511099,"Introduction to real analysis",,"Bartle, Robert G.",388p.,Wiley,2005,299.00
435,"515.8 T07 BAR.S",9788126511099,"Introduction to real analysis",,"Bartle, Robert G.",388p.,Wiley,2005,299.00
436,"515.8 T07 BAR.S",9788126511099,"Introduction to real analysis",,"Bartle, Robert G.",388p.,Wiley,2005,299.00
437,"515.8 T07 BAR.S",9788126511099,"Introduction to real analysis",,"Bartle, Robert G.",388p.,Wiley,2005,299.00
438,"515.8 T07 BAR.S",9788126511099,"Introduction to real analysis",,"Bartle, Robert G.",388p.,Wiley,2005,299.00
442,"621.31042 T08 SEN",812651101X,"Principles of electric machines and power electronics",,"Sen, P.C.",615p.,"Wiley India",2005,399.00
445,"621.31042 T08 SEN",812651101X,"Principles of electric machines and power electronics",,"Sen, P.C.",615p.,"Wiley India",2005,399.00
446,"621.31042 T08 SEN",812651101X,"Principles of electric machines and power electronics",,"Sen, P.C.",615p.,"Wiley India",2005,399.00
452,"546 T07 DOU.M",9788126509119,"Concepts and models of inorganic chemistry",,"Douglas, Bodie",928p.,"Wiley ",1994,519.00
453,"546 T07 DOU.M",9788126509119,"Concepts and models of inorganic chemistry",,"Douglas, Bodie",928p.,"Wiley ",1994,519.00
454,"546 T07 DOU.M",9788126509119,"Concepts and models of inorganic chemistry",,"Douglas, Bodie",928p.,"Wiley ",1994,519.00
457,"546 T07 DOU.M",9788126509119,"Concepts and models of inorganic chemistry",,"Douglas, Bodie",928p.,"Wiley ",1994,519.00
458,"546 T07 DOU.M",9788126509119,"Concepts and models of inorganic chemistry",,"Douglas, Bodie",928p.,"Wiley ",1994,519.00
460,"546 T07 DOU.M",9788126509119,"Concepts and models of inorganic chemistry",,"Douglas, Bodie",928p.,"Wiley ",1994,519.00
461,"546 T07 DOU.M",9788126509119,"Concepts and models of inorganic chemistry",,"Douglas, Bodie",928p.,"Wiley ",1994,519.00
462," 621.3  T04 SMI.D ",9788126511037,"Circuits devices and systems: a first course in electtrical engineering",,"Smith, Kalkh J. and Dorf, Richard C.",,"Wiley India",2004,519.00
